Medicine Name,Active Ingredient,Infant (0-1 yr),Child (1-12 yr),Adolescent (12-18 yr),Adult (18-65 yr),Elderly (65+ yr)
Paracetamol 350,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 350,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 350,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 350,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 350,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 351,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 351,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 351,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 351,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 351,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 352,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 352,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 352,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 352,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 352,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 353,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 353,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 353,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 353,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 353,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 354,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 354,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 354,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 354,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 354,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 355,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 355,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 355,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 355,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 355,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 356,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 356,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 356,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 356,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 356,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 357,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 357,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 357,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 357,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 357,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 358,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 358,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 358,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 358,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 358,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 359,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 359,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 359,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 359,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 359,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 360,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 360,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 360,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 360,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 360,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 361,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 361,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 361,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 361,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 361,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 362,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 362,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 362,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 362,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 362,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 363,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 363,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 363,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 363,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 363,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 364,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 364,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 364,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 364,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 364,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 365,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 365,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 365,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 365,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 365,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 366,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 366,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 366,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 366,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 366,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 367,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 367,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 367,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 367,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 367,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 368,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 368,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 368,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 368,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 368,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 369,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 369,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 369,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 369,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 369,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 370,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 370,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 370,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 370,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 370,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 371,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 371,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 371,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 371,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 371,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 372,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 372,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 372,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 372,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 372,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 373,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 373,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 373,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 373,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 373,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 374,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 374,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 374,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 374,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 374,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 375,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 375,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 375,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 375,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 375,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 376,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 376,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 376,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 376,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 376,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 377,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 377,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 377,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 377,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 377,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 378,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
